donor,recipient,recieved_amount
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Japan,Chile,7334129130
Canada,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Switzerland,Chile,7334129130
Switzerland,Chile,7334129130
Switzerland,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Norway,Chile,7334129130
Norway,Chile,7334129130
Switzerland,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Australia,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Switzerland,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Germany,Chile,7334129130
Japan,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Finland,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Korea,Chile,7334129130
Korea,Chile,7334129130
Korea,Chile,7334129130
France,Chile,7334129130
Finland,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Germany,Chile,7334129130
France,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Sweden,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Sweden,Chile,7334129130
Spain,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Sweden,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
Germany,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
Luxembourg,Chile,7334129130
Luxembourg,Chile,7334129130
Luxembourg,Chile,7334129130
Luxembourg,Chile,7334129130
United Kingdom,Chile,7334129130
Luxembourg,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
United Kingdom,Chile,7334129130
Luxembourg,Chile,7334129130
Luxembourg,Chile,7334129130
France,Chile,7334129130
Finland,Chile,7334129130
Finland,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Portugal,Chile,7334129130
Portugal,Chile,7334129130
Portugal,Chile,7334129130
Finland,Chile,7334129130
United Arab Emirates,Chile,7334129130
United Arab Emirates,Chile,7334129130
Austria,Chile,7334129130
Austria,Chile,7334129130
New Zealand,Chile,7334129130
New Zealand,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
United Arab Emirates,Chile,7334129130
Finland,Chile,7334129130
Finland,Chile,7334129130
Finland,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Finland,Chile,7334129130
Finland,Chile,7334129130
Finland,Chile,7334129130
Finland,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Ireland,Chile,7334129130
Luxembourg,Chile,7334129130
Luxembourg,Chile,7334129130
France,Chile,7334129130
Belgium,Chile,7334129130
Belgium,Chile,7334129130
Belgium,Chile,7334129130
Belgium,Chile,7334129130
Luxembourg,Chile,7334129130
Belgium,Chile,7334129130
Belgium,Chile,7334129130
Belgium,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Ireland,Chile,7334129130
Belgium,Chile,7334129130
Luxembourg,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Belgium,Chile,7334129130
Belgium,Chile,7334129130
Italy,Chile,7334129130
Ireland,Chile,7334129130
Japan,Chile,7334129130
Ireland,Chile,7334129130
Ireland,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Spain,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Spain,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
France,Chile,7334129130
Ireland,Chile,7334129130
France,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Ireland,Chile,7334129130
Ireland,Chile,7334129130
Greece,Chile,7334129130
Greece,Chile,7334129130
Greece,Chile,7334129130
Greece,Chile,7334129130
Greece,Chile,7334129130
Greece,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Italy,Chile,7334129130
Ireland,Chile,7334129130
Spain,Chile,7334129130
Switzerland,Chile,7334129130
Greece,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
United States,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
United States,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Canada,Chile,7334129130
Canada,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Canada,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
United States,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
United States,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Japan,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
Spain,Chile,7334129130
